Timestamp,Usia,Gender,Lokasi Pengunjung,Apakah Anda pengguna sepatu Futsal merek Ortuseight?,Apa pertimbangan Anda ketika ingin menggunakan sepatu Futsal Ortuseight? (boleh memilih lebih dari satu jawaban),Column1,Column2,Column3,question_id + no,Answer,question,Respondents,Same Answer
2021-11-29 16.07.59,13-25 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,H2,5,The price offered by Ortuseight futsal shoes is in accordance with the quality of the product,101,43
2021-11-29 16.07.59,13-25 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,H3,5,The price offered by Ortuseight futsal shoes can compete with other brands,101,48
2021-11-29 16.07.59,13-25 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,H4,5,The price offered by Ortuseight futsal shoes is in accordance with the functions and benefits,101,48
2021-11-29 16.07.59,13-25 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,KP1,5,Ortuseight futsal shoes are comfortable to use,101,48
2021-11-29 16.07.59,13-25 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,KP2,5,Ortuseight futsal shoes are easy to use,101,50
2021-11-29 16.07.59,13-25 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,KP3,5,Ortuseight futsal shoes have a light weight,101,53
2021-11-29 16.07.59,13-25 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,KP4,5,Ortuseight futsal shoes are a strong product,101,37
2021-11-29 16.07.59,13-25 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,KP5,5,Ortuseight futsal shoes have additional interesting features,101,31
2021-11-29 16.07.59,13-25 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,KP6,5,Ortuseight futsal shoes are durable products,101,33
2021-11-29 16.07.59,13-25 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,KP7,5,"Ortuseight futsal shoes are futsal shoes that are durable, and not easily damaged",101,32
2021-11-29 16.07.59,13-25 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,KP8,5,Ortuseight futsal shoes are manufactured to national standards,101,43
2021-11-29 16.07.59,13-25 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,KP9,5,Ortuseight futsal shoes have good grip,101,38
2021-11-29 16.07.59,13-25 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,KP10,5,Ortuseight futsal shoes are easy to maintain,101,42
2021-11-29 16.07.59,13-25 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,KP11,5,Ortuseight futsal shoes can be repaired,101,26
2021-11-29 16.07.59,13-25 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,KP12,5,Ortuseight futsal shoes have an attractive design appearance,101,47
2021-11-29 16.07.59,13-25 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,KP13,5,Ortuseight futsal shoes have an interesting color combination,101,50
2021-11-29 16.07.59,13-25 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,KP14,5,Ortuseight futsal shoes can be personalized and customized according to consumer wishes,101,34
2021-11-29 16.07.59,13-25 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,KP15,5,Ortuseight futsal shoes have a unique shape that is different in each product line,101,36
2021-11-29 16.07.59,13-25 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,CM1,5,Ortuesight futsal shoes have an attractive physical shape,101,43
2021-11-29 16.07.59,13-25 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,CM2,5,Ortuseight futsal shoes have a variety of product lines,101,40
2021-11-29 16.07.59,13-25 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,CM3,5,Ortuseight futsal shoes are different from other brands,101,37
2021-11-29 16.07.59,13-25 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,CM4,5,Ortuseight futsal shoe brand is easy to pronounce,101,35
2021-11-29 16.07.59,13-25 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,CM5,5,Ortuseight futsal shoes are easy for consumers to remember,101,42
2021-11-29 16.07.59,13-25 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,KPB1,5,"To exercise, and play futsal, I decided to buy Ortuesight brand futsal shoes",101,40
2021-11-29 16.07.59,13-25 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,KPB2,5,"I decided to buy Ortuseight brand futsal shoes after getting information from friends, teammates, relatives, family, and internet media",101,41
2021-11-29 16.07.59,13-25 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,KPB3,5,"Of the various brands of futsal shoes available, I decided to buy Ortuseight futsal shoes",101,38
2021-11-29 16.07.59,13-25 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,KPB4,5,I choose to buy Ortuseight futsal shoes,101,38
2021-11-29 16.07.59,13-25 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,KPB5,5,I am satisfied using Ortuseight futsal shoes and will repurchase,101,42
2021-11-29 16.07.59,13-25 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,KPB6,5,I will suggest my friends and colleagues to use Ortuseight futsal shoes,101,45
2021-11-29 16.12.53,13-25 tahun,Male,Golden Sport Center,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,H1,4,The price offered by Ortuseight futsal shoes is affordable,101,46
2021-11-29 16.12.53,13-25 tahun,Male,Golden Sport Center,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,H2,3,The price offered by Ortuseight futsal shoes is in accordance with the quality of the product,101,6
2021-11-29 16.12.53,13-25 tahun,Male,Golden Sport Center,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,H3,3,The price offered by Ortuseight futsal shoes can compete with other brands,101,14
2021-11-29 16.12.53,13-25 tahun,Male,Golden Sport Center,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,H4,3,The price offered by Ortuseight futsal shoes is in accordance with the functions and benefits,101,8
2021-11-29 16.12.53,13-25 tahun,Male,Golden Sport Center,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,KP1,3,Ortuseight futsal shoes are comfortable to use,101,7
2021-11-29 16.12.53,13-25 tahun,Male,Golden Sport Center,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,KP2,3,Ortuseight futsal shoes are easy to use,101,8
2021-11-29 16.12.53,13-25 tahun,Male,Golden Sport Center,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,KP3,5,Ortuseight futsal shoes have a light weight,101,53
2021-11-29 16.12.53,13-25 tahun,Male,Golden Sport Center,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,KP4,3,Ortuseight futsal shoes are a strong product,101,18
2021-11-29 16.12.53,13-25 tahun,Male,Golden Sport Center,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,KP5,3,Ortuseight futsal shoes have additional interesting features,101,29
2021-11-29 16.12.53,13-25 tahun,Male,Golden Sport Center,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,KP6,4,Ortuseight futsal shoes are durable products,101,44
2021-11-29 16.12.53,13-25 tahun,Male,Golden Sport Center,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,KP7,3,"Ortuseight futsal shoes are futsal shoes that are durable, and not easily damaged",101,24
2021-11-29 16.12.53,13-25 tahun,Male,Golden Sport Center,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,KP8,5,Ortuseight futsal shoes are manufactured to national standards,101,43
2021-11-29 16.12.53,13-25 tahun,Male,Golden Sport Center,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,KP9,4,Ortuseight futsal shoes have good grip,101,51
2021-11-29 16.12.53,13-25 tahun,Male,Golden Sport Center,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,KP10,4,Ortuseight futsal shoes are easy to maintain,101,39
2021-11-29 16.12.53,13-25 tahun,Male,Golden Sport Center,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,KP11,3,Ortuseight futsal shoes can be repaired,101,38
2021-11-29 16.12.53,13-25 tahun,Male,Golden Sport Center,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,KP12,4,Ortuseight futsal shoes have an attractive design appearance,101,43
2021-11-29 16.12.53,13-25 tahun,Male,Golden Sport Center,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,KP13,4,Ortuseight futsal shoes have an interesting color combination,101,37
2021-11-29 16.12.53,13-25 tahun,Male,Golden Sport Center,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,KP14,4,Ortuseight futsal shoes can be personalized and customized according to consumer wishes,101,37
2021-11-29 16.12.53,13-25 tahun,Male,Golden Sport Center,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,KP15,4,Ortuseight futsal shoes have a unique shape that is different in each product line,101,43
2021-11-29 16.12.53,13-25 tahun,Male,Golden Sport Center,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,CM1,3,Ortuesight futsal shoes have an attractive physical shape,101,13
2021-11-29 16.12.53,13-25 tahun,Male,Golden Sport Center,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,CM2,3,Ortuseight futsal shoes have a variety of product lines,101,8
2021-11-29 16.12.53,13-25 tahun,Male,Golden Sport Center,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,CM3,4,Ortuseight futsal shoes are different from other brands,101,42
2021-11-29 16.12.53,13-25 tahun,Male,Golden Sport Center,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,CM4,4,Ortuseight futsal shoe brand is easy to pronounce,101,35
2021-11-29 16.12.53,13-25 tahun,Male,Golden Sport Center,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,CM5,4,Ortuseight futsal shoes are easy for consumers to remember,101,39
2021-11-29 16.12.53,13-25 tahun,Male,Golden Sport Center,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,KPB1,4,"To exercise, and play futsal, I decided to buy Ortuesight brand futsal shoes",101,45
2021-11-29 16.12.53,13-25 tahun,Male,Golden Sport Center,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,KPB2,4,"I decided to buy Ortuseight brand futsal shoes after getting information from friends, teammates, relatives, family, and internet media",101,44
2021-11-29 16.12.53,13-25 tahun,Male,Golden Sport Center,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,KPB3,3,"Of the various brands of futsal shoes available, I decided to buy Ortuseight futsal shoes",101,16
2021-11-29 16.12.53,13-25 tahun,Male,Golden Sport Center,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,KPB4,4,I choose to buy Ortuseight futsal shoes,101,48
2021-11-29 16.12.53,13-25 tahun,Male,Golden Sport Center,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,KPB5,4,I am satisfied using Ortuseight futsal shoes and will repurchase,101,41
2021-11-29 16.12.53,13-25 tahun,Male,Golden Sport Center,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,KPB6,4,I will suggest my friends and colleagues to use Ortuseight futsal shoes,101,39
2021-11-29 16.29.46,36-45 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,H1,5,The price offered by Ortuseight futsal shoes is affordable,101,48
2021-11-29 16.29.46,36-45 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,H2,4,The price offered by Ortuseight futsal shoes is in accordance with the quality of the product,101,52
2021-11-29 16.29.46,36-45 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,H3,5,The price offered by Ortuseight futsal shoes can compete with other brands,101,48
2021-11-29 16.29.46,36-45 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,H4,5,The price offered by Ortuseight futsal shoes is in accordance with the functions and benefits,101,48
2021-11-29 16.29.46,36-45 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,KP1,5,Ortuseight futsal shoes are comfortable to use,101,48
2021-11-29 16.29.46,36-45 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,KP2,5,Ortuseight futsal shoes are easy to use,101,50
2021-11-29 16.29.46,36-45 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,KP3,5,Ortuseight futsal shoes have a light weight,101,53
2021-11-29 16.29.46,36-45 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,KP4,5,Ortuseight futsal shoes are a strong product,101,37
2021-11-29 16.29.46,36-45 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,KP5,5,Ortuseight futsal shoes have additional interesting features,101,31
2021-11-29 16.29.46,36-45 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,KP6,4,Ortuseight futsal shoes are durable products,101,44
2021-11-29 16.29.46,36-45 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,KP7,3,"Ortuseight futsal shoes are futsal shoes that are durable, and not easily damaged",101,24
2021-11-29 16.29.46,36-45 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,KP8,5,Ortuseight futsal shoes are manufactured to national standards,101,43
2021-11-29 16.29.46,36-45 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,KP9,4,Ortuseight futsal shoes have good grip,101,51
2021-11-29 16.29.46,36-45 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,KP10,2,Ortuseight futsal shoes are easy to maintain,101,3
2021-11-29 16.29.46,36-45 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,KP11,2,Ortuseight futsal shoes can be repaired,101,4
2021-11-29 16.29.46,36-45 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,KP12,5,Ortuseight futsal shoes have an attractive design appearance,101,47
2021-11-29 16.29.46,36-45 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,KP13,5,Ortuseight futsal shoes have an interesting color combination,101,50
2021-11-29 16.29.46,36-45 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,KP14,5,Ortuseight futsal shoes can be personalized and customized according to consumer wishes,101,34
2021-11-29 16.29.46,36-45 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,KP15,4,Ortuseight futsal shoes have a unique shape that is different in each product line,101,43
2021-11-29 16.29.46,36-45 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,CM1,4,Ortuesight futsal shoes have an attractive physical shape,101,45
2021-11-29 16.29.46,36-45 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,CM2,5,Ortuseight futsal shoes have a variety of product lines,101,40
2021-11-29 16.29.46,36-45 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,CM3,3,Ortuseight futsal shoes are different from other brands,101,17
2021-11-29 16.29.46,36-45 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,CM4,4,Ortuseight futsal shoe brand is easy to pronounce,101,35
2021-11-29 16.29.46,36-45 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,CM5,3,Ortuseight futsal shoes are easy for consumers to remember,101,16
2021-11-29 16.29.46,36-45 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,KPB1,5,"To exercise, and play futsal, I decided to buy Ortuesight brand futsal shoes",101,40
2021-11-29 16.29.46,36-45 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,KPB2,5,"I decided to buy Ortuseight brand futsal shoes after getting information from friends, teammates, relatives, family, and internet media",101,41
2021-11-29 16.29.46,36-45 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,KPB3,5,"Of the various brands of futsal shoes available, I decided to buy Ortuseight futsal shoes",101,38
2021-11-29 16.29.46,36-45 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,KPB4,4,I choose to buy Ortuseight futsal shoes,101,48
2021-11-29 16.29.46,36-45 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,KPB5,4,I am satisfied using Ortuseight futsal shoes and will repurchase,101,41
2021-11-29 16.29.46,36-45 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Kualitas Produk yang baik,,,,KPB6,3,I will suggest my friends and colleagues to use Ortuseight futsal shoes,101,17
2021-11-29 18.09.34,13-25 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Harga produk yang terjangkau,,,,H1,4,The price offered by Ortuseight futsal shoes is affordable,101,46
2021-11-29 18.09.34,13-25 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Harga produk yang terjangkau,,,,H2,4,The price offered by Ortuseight futsal shoes is in accordance with the quality of the product,101,52
2021-11-29 18.09.34,13-25 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Harga produk yang terjangkau,,,,H3,4,The price offered by Ortuseight futsal shoes can compete with other brands,101,38
2021-11-29 18.09.34,13-25 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Harga produk yang terjangkau,,,,H4,4,The price offered by Ortuseight futsal shoes is in accordance with the functions and benefits,101,45
2021-11-29 18.09.34,13-25 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Harga produk yang terjangkau,,,,KP1,4,Ortuseight futsal shoes are comfortable to use,101,46
2021-11-29 18.09.34,13-25 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Harga produk yang terjangkau,,,,KP2,4,Ortuseight futsal shoes are easy to use,101,43
2021-11-29 18.09.34,13-25 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Harga produk yang terjangkau,,,,KP3,4,Ortuseight futsal shoes have a light weight,101,34
2021-11-29 18.09.34,13-25 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Harga produk yang terjangkau,,,,KP4,4,Ortuseight futsal shoes are a strong product,101,45
2021-11-29 18.09.34,13-25 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Harga produk yang terjangkau,,,,KP5,3,Ortuseight futsal shoes have additional interesting features,101,29
2021-11-29 18.09.34,13-25 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Harga produk yang terjangkau,,,,KP6,3,Ortuseight futsal shoes are durable products,101,24
2021-11-29 18.09.34,13-25 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Harga produk yang terjangkau,,,,KP7,3,"Ortuseight futsal shoes are futsal shoes that are durable, and not easily damaged",101,24
2021-11-29 18.09.34,13-25 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Harga produk yang terjangkau,,,,KP8,3,Ortuseight futsal shoes are manufactured to national standards,101,8
2021-11-29 18.09.34,13-25 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Harga produk yang terjangkau,,,,KP9,4,Ortuseight futsal shoes have good grip,101,51
2021-11-29 18.09.34,13-25 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Harga produk yang terjangkau,,,,KP10,3,Ortuseight futsal shoes are easy to maintain,101,17
2021-11-29 18.09.34,13-25 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Harga produk yang terjangkau,,,,KP11,3,Ortuseight futsal shoes can be repaired,101,38
2021-11-29 18.09.34,13-25 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Harga produk yang terjangkau,,,,KP12,3,Ortuseight futsal shoes have an attractive design appearance,101,10
2021-11-29 18.09.34,13-25 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Harga produk yang terjangkau,,,,KP13,4,Ortuseight futsal shoes have an interesting color combination,101,37
2021-11-29 18.09.34,13-25 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Harga produk yang terjangkau,,,,KP14,4,Ortuseight futsal shoes can be personalized and customized according to consumer wishes,101,37
2021-11-29 18.09.34,13-25 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Harga produk yang terjangkau,,,,KP15,3,Ortuseight futsal shoes have a unique shape that is different in each product line,101,22
2021-11-29 18.09.34,13-25 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Harga produk yang terjangkau,,,,CM1,4,Ortuesight futsal shoes have an attractive physical shape,101,45
2021-11-29 18.09.34,13-25 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Harga produk yang terjangkau,,,,CM2,4,Ortuseight futsal shoes have a variety of product lines,101,52
2021-11-29 18.09.34,13-25 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Harga produk yang terjangkau,,,,CM3,3,Ortuseight futsal shoes are different from other brands,101,17
2021-11-29 18.09.34,13-25 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Harga produk yang terjangkau,,,,CM4,3,Ortuseight futsal shoe brand is easy to pronounce,101,23
2021-11-29 18.09.34,13-25 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Harga produk yang terjangkau,,,,CM5,3,Ortuseight futsal shoes are easy for consumers to remember,101,16
2021-11-29 18.09.34,13-25 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Harga produk yang terjangkau,,,,KPB1,4,"To exercise, and play futsal, I decided to buy Ortuesight brand futsal shoes",101,45
2021-11-29 18.09.34,13-25 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Harga produk yang terjangkau,,,,KPB2,2,"I decided to buy Ortuseight brand futsal shoes after getting information from friends, teammates, relatives, family, and internet media",101,3
2021-11-29 18.09.34,13-25 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Harga produk yang terjangkau,,,,KPB3,4,"Of the various brands of futsal shoes available, I decided to buy Ortuseight futsal shoes",101,47
2021-11-29 18.09.34,13-25 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Harga produk yang terjangkau,,,,KPB4,4,I choose to buy Ortuseight futsal shoes,101,48
2021-11-29 18.09.34,13-25 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Harga produk yang terjangkau,,,,KPB5,4,I am satisfied using Ortuseight futsal shoes and will repurchase,101,41
2021-11-29 18.09.34,13-25 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Harga produk yang terjangkau,,,,KPB6,4,I will suggest my friends and colleagues to use Ortuseight futsal shoes,101,39
2021-11-29 19.58.51,26-35 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Harga produk yang terjangkau,Citra Merek yang positif di masyarakat,,,H1,4,The price offered by Ortuseight futsal shoes is affordable,101,46
2021-11-29 19.58.51,26-35 tahun,Male,Arena Futsal,"YA, jika YA, silakan melanjutkan pertanyaan berikutnya!",Harga produk yang terjangkau,Citra Merek yang positif di masyarakat,,,H2,5,The price offered by Ortuseight futsal shoes is in accordance with the quality of the product,101,43
